question,answer,category,product,language
Pureleven Premium Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് +,1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
ഏലക്ക 100grm അയക്കുമോ മുകളിൽ കൊടുത്തിരിക്കുന്ന അഡ്രസ്സിൽ Monday അയക്കുക.,1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
I need ഏലക്ക 500 grms plus delivery charge..,1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
Need 100 grm ഏലക്ക 100 grm ഗ്രാമ്പു 100 grm പട്ട Cash on delivery available ആണോ,1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
Cash on delivery ആയിരിക്കും 200 ഗ്രാം ഏലക്കായ മാത്രം മതി,1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
Cash on delivery undo കുരുമുളക് 250 ഗ്രാം ഏലക്ക 100ഗ്രാം,1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
"I can arrange one buyer. But he can talk in English or Hindi. Not courier, by India Speed Post. ഏലക്ക cash on delivery Raipur ൽ ciurier cheyyumo. Regular basis. 500 gm to 1 kg per month. Best quality.",1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
Abdu samad Anakkai house EDAKKARA Post. Munda Pin 6793331 Phon 8907662192 9526520345 Malappuram Dt 200g കുരുമുളക് 100g ഏലക്ക വേണം,1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
",Elakka 500 gram 1749 I want, can you send through post office",1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
"I want to place the order for 200gm Elaichi @Rs 799 with free delivery I will make payment via BHIM app. Please share the details Address Dr. Lakshmi R Flat no 102 Rajeswari Towers VIT Staff Quarters Vellore, TN Pin 632014 # 9790368902 🙏 For clarification I had seen your FB post where you showed 1kg pack and mentioned 2000 . What was that ? 🙏",1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
"I want, can you send through post office",1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
Best kanna best I want 500 gm elakka online shopping price cash on delivery only,1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
"Having a Gramphoo (Clove) and price for 250gm ? 250 gm Elakka 500 gm Pepper Need it , cash on delivery available?",1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
When will my order arrive?,1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
How many days for delivery?,1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
Dispatch cheyto? Tracking number?,1. *First Quality കുരുമുളക്* 250 gm : ₹300 + 40 (Delivery) 500 gm : ₹560 (Delivery) 3. *7.5-8 mm ഏലക്ക (A+ Grade)* 100 gm : ₹440 + 40 (Delivery) 200 gm : ₹840 Free Delivery Free 40 Rupees 4. *Special Offer Combo - (Free Delivery)*🌟 ഏലക്ക 50 gm + കുരുമുളക് 250gm = *499(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 250gm = *649(Free Delivery)* ഏലക്ക 100gm + കുരുമുളക് 500gm = *845(Free Delivery)* Combo വാങ്ങുമ്പോൾ Free Delivery ആണ് Basil Idukki Buy ( ഓർഡർ ചെയ്യാം),delivery_query,cardamom,english
Received the parcel thank you 🙏🏻 you please share cinnamon picture,We dispatch within 1-2 business days via India Post / courier. Delivery usually takes 3-7 days depending on your location. We'll share a tracking number once dispatched.,delivery_query,cinnamon,english
Hi Can you please share cinnamon picture Received the parcel thank you 🙏🏻,We dispatch within 1-2 business days via India Post / courier. Delivery usually takes 3-7 days depending on your location. We'll share a tracking number once dispatched.,delivery_query,cinnamon,english
"I wants 200gms of Sreelankan cinnamon,what is the price including courier",We dispatch within 1-2 business days via India Post / courier. Delivery usually takes 3-7 days depending on your location. We'll share a tracking number once dispatched.,delivery_query,cinnamon,english
"Google pay number???and courier charges??? All combo offer ellkya 50 gm,,grambu 50gm,,kurumulagu 200gm,, karuvapatta 50gm",We dispatch within 1-2 business days via India Post / courier. Delivery usually takes 3-7 days depending on your location. We'll share a tracking number once dispatched.,delivery_query,cinnamon,english
"Cinnamon , do you send it by courier",We dispatch within 1-2 business days via India Post / courier. Delivery usually takes 3-7 days depending on your location. We'll share a tracking number once dispatched.,delivery_query,cinnamon,english
100 gm cinnamon Cheruvillil house Puthencruz P. O Vadayampady Near Puthencruz police station Ernakulam Dist Kerala state pin:682308 Ph no 9495032618 7559932618 [Image: https://bot-data.s3.ap-southeast-1.wasabisys.com/livechat/20] [Image: https://bot-data.s3.ap-southeast-1.wasabisys.com/livechat/20],We dispatch within 1-2 business days via India Post / courier. Delivery usually takes 3-7 days depending on your location. We'll share a tracking number once dispatched.,delivery_query,cinnamon,english
When will my order arrive?,We dispatch within 1-2 business days via India Post / courier. Delivery usually takes 3-7 days depending on your location. We'll share a tracking number once dispatched.,delivery_query,cinnamon,english
How many days for delivery?,We dispatch within 1-2 business days via India Post / courier. Delivery usually takes 3-7 days depending on your location. We'll share a tracking number once dispatched.,delivery_query,cinnamon,english
Dispatch cheyto? Tracking number?,We dispatch within 1-2 business days via India Post / courier. Delivery usually takes 3-7 days depending on your location. We'll share a tracking number once dispatched.,delivery_query,cinnamon,english
Grambu enthu rate ane? Inne enikku parcel kitti Thankyou Basil...thankyou so much,We dispatch within 1-2 business days via India Post / courier. Delivery usually takes 3-7 days depending on your location. We'll share a tracking number once dispatched.,delivery_query,clove,english
Hello! Can I get more info on Idukki clove? 500 gram ethrayanu. Cash on delivery undenkil parayu. Njan address ayachutharam.,We dispatch within 1-2 business days via India Post / courier. Delivery usually takes 3-7 days depending on your location. We'll share a tracking number once dispatched.,delivery_query,clove,english
Hello! Can I get more info on Idukki clove?cash on delivery available ?,We dispatch within 1-2 business days via India Post / courier. Delivery usually takes 3-7 days depending on your location. We'll share a tracking number once dispatched.,delivery_query,clove,english
"200 ഗ്രാം ഗ്രാമ്പൂ മാത്രം മതി മുളക് പിന്നീട് വാങ്ങിച്ചോളാം Gracy vargeese, Kristal campus 10,Villa C'5 Dommasandra post, Sarjapura Yamere 562125 Bangalore, Karnataka <img src=""https://bot.wabis.in/assets/emoji",We dispatch within 1-2 business days via India Post / courier. Delivery usually takes 3-7 days depending on your location. We'll share a tracking number once dispatched.,delivery_query,clove,english
